Country,Investment area,Year,Funder,Amount,Basis
Malawi,Frontline lab workers,2027,USG,1410015.0,Printed in MoU
Malawi,Frontline lab workers,2028,USG,1110706.0,Printed in MoU
Malawi,Frontline lab workers,2029,USG,615125.0,Printed in MoU
Malawi,Frontline lab workers,2030,USG,315816.0,Printed in MoU
Malawi,Laboratory commodities,2026,Government,0.0,Printed in MoU
Malawi,Laboratory commodities,2027,Government,1017471.0,Printed in MoU
Malawi,Laboratory commodities,2028,Government,2034943.0,Printed in MoU
Malawi,Laboratory commodities,2029,Government,3016415.0,Printed in MoU
Malawi,Laboratory commodities,2030,Government,4069887.0,Printed in MoU
Malawi,Laboratory commodities,2026,USG,2298947.0,Printed in MoU
Malawi,Laboratory commodities,2027,USG,1839158.0,Printed in MoU
Malawi,Laboratory commodities,2028,USG,1379368.0,Printed in MoU
Malawi,Laboratory commodities,2029,USG,919579.0,Printed in MoU
Malawi,Laboratory commodities,2030,USG,459789.0,Printed in MoU
Malawi,Other commodities,2026,Government,0.0,Printed in MoU
Malawi,Other commodities,2027,Government,5315393.0,Printed in MoU
Malawi,Other commodities,2028,Government,6792381.0,Printed in MoU
Malawi,Other commodities,2029,Government,8269368.0,Printed in MoU
Malawi,Other commodities,2030,Government,9746357.0,Printed in MoU
Malawi,Other commodities,2026,USG,26253168.0,Printed in MoU
Malawi,Other commodities,2027,USG,21027415.0,Printed in MoU
Malawi,Other commodities,2028,USG,15825109.0,Printed in MoU
Malawi,Other commodities,2029,USG,13722918.0,Printed in MoU
Malawi,Other commodities,2030,USG,3238747.0,Printed in MoU
Malawi,Surveillance & outbreak response,2026,USG,3281540.0,Printed in MoU
Malawi,Surveillance & outbreak response,2027,USG,3281540.0,Printed in MoU
Malawi,Surveillance & outbreak response,2028,USG,3281540.0,Printed in MoU
Malawi,Surveillance & outbreak response,2029,USG,3281540.0,Printed in MoU
Malawi,Surveillance & outbreak response,2030,USG,3281540.0,Printed in MoU
Malawi,Technical assistance,2026,USG,113645746.0,Printed in MoU
Malawi,Technical assistance,2027,USG,121452077.0,Printed in MoU
Malawi,Technical assistance,2028,USG,119727170.0,Printed in MoU
Malawi,Technical assistance,2029,USG,105635560.0,Printed in MoU
Malawi,Technical assistance,2030,USG,90538336.0,Printed in MoU
Mozambique,All areas combined,2026,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,All areas combined,2027,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,All areas combined,2028,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,All areas combined,2029,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,All areas combined,2030,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,All areas combined,2026,Government,0.0,Printed in MoU
Mozambique,All areas combined,2027,Government,7775572.0,Printed in MoU
Mozambique,All areas combined,2028,Government,14596056.0,Printed in MoU
Mozambique,All areas combined,2029,Government,19435367.0,Printed in MoU
Mozambique,All areas combined,2030,Government,28766111.0,Printed in MoU
Mozambique,All areas combined,2026,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,All areas combined,2027,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,All areas combined,2028,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,All areas combined,2029,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,All areas combined,2030,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,All areas combined,2026,USG,441334000.0,Printed in MoU
Mozambique,All areas combined,2027,USG,403734000.0,Printed in MoU
Mozambique,All areas combined,2028,USG,386094000.0,Printed in MoU
Mozambique,All areas combined,2029,USG,322034000.0,Printed in MoU
Mozambique,All areas combined,2030,USG,276184000.0,Printed in MoU
Mozambique,Data systems,2026,USG,16666385.0,Printed in MoU
Mozambique,Data systems,2027,USG,28230116.0,Printed in MoU
Mozambique,Data systems,2028,USG,18533429.0,Printed in MoU
Mozambique,Data systems,2029,USG,11129710.0,Printed in MoU
Mozambique,Data systems,2030,USG,8512439.0,Printed in MoU
Mozambique,Frontline healthcare workers,2026,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,Frontline healthcare workers,2027,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,Frontline healthcare workers,2028,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,Frontline healthcare workers,2029,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,Frontline healthcare workers,2030,Government,153426422.0,Imputed baseline (pre-MoU)
Mozambique,Frontline healthcare workers,2026,Government,0.0,Printed in MoU
Mozambique,Frontline healthcare workers,2027,Government,4697311.0,Printed in MoU
Mozambique,Frontline healthcare workers,2028,Government,9465621.0,Printed in MoU
Mozambique,Frontline healthcare workers,2029,Government,14304932.0,Printed in MoU
Mozambique,Frontline healthcare workers,2030,Government,18505242.0,Printed in MoU
Mozambique,Frontline healthcare workers,2026,USG,36963448.0,Printed in MoU
Mozambique,Frontline healthcare workers,2027,USG,32654200.0,Printed in MoU
Mozambique,Frontline healthcare workers,2028,USG,27042028.0,Printed in MoU
Mozambique,Frontline healthcare workers,2029,USG,24854804.0,Printed in MoU
Mozambique,Frontline healthcare workers,2030,USG,21324198.0,Printed in MoU
Mozambique,Frontline lab workers,2026,USG,858200.0,Printed in MoU
Mozambique,Frontline lab workers,2027,USG,792200.0,Printed in MoU
Mozambique,Frontline lab workers,2028,USG,660200.0,Printed in MoU
Mozambique,Frontline lab workers,2029,USG,462200.0,Printed in MoU
Mozambique,Frontline lab workers,2030,USG,0.0,Printed in MoU
Mozambique,Laboratory commodities,2026,Government,0.0,Printed in MoU
Mozambique,Laboratory commodities,2027,Government,0.0,Printed in MoU
Mozambique,Laboratory commodities,2028,Government,0.0,Printed in MoU
Mozambique,Laboratory commodities,2029,Government,0.0,Printed in MoU
Mozambique,Laboratory commodities,2030,Government,0.0,Printed in MoU
Mozambique,Laboratory commodities,2026,USG,32222465.0,Printed in MoU
Mozambique,Laboratory commodities,2027,USG,32222465.0,Printed in MoU
Mozambique,Laboratory commodities,2028,USG,32222465.0,Printed in MoU
Mozambique,Laboratory commodities,2029,USG,32222465.0,Printed in MoU
Mozambique,Laboratory commodities,2030,USG,32222465.0,Printed in MoU
Mozambique,Other commodities,2026,Government,0.0,Printed in MoU
Mozambique,Other commodities,2027,Government,3078261.0,Printed in MoU
Mozambique,Other commodities,2028,Government,5130435.0,Printed in MoU
Mozambique,Other commodities,2029,Government,5130435.0,Printed in MoU
Mozambique,Other commodities,2030,Government,10260869.0,Printed in MoU
Mozambique,Other commodities,2026,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,Other commodities,2027,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,Other commodities,2028,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,Other commodities,2029,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,Other commodities,2030,Government,5000000.0,Printed in MoU (existing/pre-MoU)
Mozambique,Other commodities,2026,USG,69111507.0,Printed in MoU
Mozambique,Other commodities,2027,USG,66111507.0,Printed in MoU
Mozambique,Other commodities,2028,USG,64111507.0,Printed in MoU
Mozambique,Other commodities,2029,USG,64111507.0,Printed in MoU
Mozambique,Other commodities,2030,USG,59111507.0,Printed in MoU
Mozambique,Strategic assistance / investment,2026,USG,278211995.0,Printed in MoU
Mozambique,Strategic assistance / investment,2027,USG,216123512.0,Printed in MoU
Mozambique,Strategic assistance / investment,2028,USG,237524371.0,Printed in MoU
Mozambique,Strategic assistance / investment,2029,USG,169953314.0,Printed in MoU
Mozambique,Strategic assistance / investment,2030,USG,150713391.0,Printed in MoU
Mozambique,Surveillance & outbreak response,2026,USG,7300000.0,Printed in MoU
Mozambique,Surveillance & outbreak response,2027,USG,27600000.0,Printed in MoU
Mozambique,Surveillance & outbreak response,2028,USG,6000000.0,Printed in MoU
Mozambique,Surveillance & outbreak response,2029,USG,19300000.0,Printed in MoU
Mozambique,Surveillance & outbreak response,2030,USG,4300000.0,Printed in MoU
Nigeria,All areas combined,2026,Government,344827586.0,Printed in MoU
Nigeria,All areas combined,2027,Government,469977242.0,Printed in MoU
Nigeria,All areas combined,2028,Government,595126896.0,Printed in MoU
Nigeria,All areas combined,2029,Government,720276552.0,Printed in MoU
Nigeria,All areas combined,2030,Government,845426207.0,Printed in MoU
Nigeria,All areas combined,2026,USG,500719200.0,Printed in MoU
Nigeria,All areas combined,2027,USG,455590740.0,Printed in MoU
Nigeria,All areas combined,2028,USG,402010740.0,Printed in MoU
Nigeria,All areas combined,2029,USG,358357140.0,Printed in MoU
Nigeria,All areas combined,2030,USG,236852740.0,Printed in MoU
Nigeria,Data systems,2026,Government,13793103.0,Printed in MoU
Nigeria,Data systems,2027,Government,18799090.0,Printed in MoU
Nigeria,Data systems,2028,Government,23805076.0,Printed in MoU
Nigeria,Data systems,2029,Government,28811062.0,Printed in MoU
Nigeria,Data systems,2030,Government,33817048.0,Printed in MoU
Nigeria,Data systems,2026,USG,60000000.0,Printed in MoU
Nigeria,Data systems,2027,USG,49000000.0,Printed in MoU
Nigeria,Data systems,2028,USG,42000000.0,Printed in MoU
Nigeria,Data systems,2029,USG,23000000.0,Printed in MoU
Nigeria,Data systems,2030,USG,22000000.0,Printed in MoU
Nigeria,Frontline healthcare workers,2026,Government,32758621.0,Printed in MoU
Nigeria,Frontline healthcare workers,2027,Government,44647838.0,Printed in MoU
Nigeria,Frontline healthcare workers,2028,Government,56537055.0,Printed in MoU
Nigeria,Frontline healthcare workers,2029,Government,68426272.0,Printed in MoU
Nigeria,Frontline healthcare workers,2030,Government,80315490.0,Printed in MoU
Nigeria,Frontline healthcare workers,2026,USG,23600000.0,Printed in MoU
Nigeria,Frontline healthcare workers,2027,USG,12000000.0,Printed in MoU
Nigeria,Frontline healthcare workers,2028,USG,11800000.0,Printed in MoU
Nigeria,Frontline healthcare workers,2029,USG,5900000.0,Printed in MoU
Nigeria,Frontline healthcare workers,2030,USG,5700000.0,Printed in MoU
Nigeria,Frontline lab workers,2026,Government,1724138.0,Printed in MoU
Nigeria,Frontline lab workers,2027,Government,2349886.0,Printed in MoU
Nigeria,Frontline lab workers,2028,Government,2975634.0,Printed in MoU
Nigeria,Frontline lab workers,2029,Government,3601383.0,Printed in MoU
Nigeria,Frontline lab workers,2030,Government,4227131.0,Printed in MoU
Nigeria,Frontline lab workers,2026,USG,4447069.0,Printed in MoU
Nigeria,Frontline lab workers,2027,USG,2335302.0,Printed in MoU
Nigeria,Frontline lab workers,2028,USG,1223535.0,Printed in MoU
Nigeria,Frontline lab workers,2029,USG,1611768.0,Printed in MoU
Nigeria,Frontline lab workers,2030,USG,1500000.0,Printed in MoU
Nigeria,Laboratory commodities,2026,USG,70312145.0,Printed in MoU
Nigeria,Laboratory commodities,2027,USG,57688940.0,Printed in MoU
Nigeria,Laboratory commodities,2028,USG,31611794.0,Printed in MoU
Nigeria,Laboratory commodities,2029,USG,21992148.0,Printed in MoU
Nigeria,Laboratory commodities,2030,USG,19633990.0,Printed in MoU
Nigeria,Laboratory systems,2026,Government,24137931.0,Printed in MoU
Nigeria,Laboratory systems,2027,Government,32898407.0,Printed in MoU
Nigeria,Laboratory systems,2028,Government,41658883.0,Printed in MoU
Nigeria,Laboratory systems,2029,Government,50419359.0,Printed in MoU
Nigeria,Laboratory systems,2030,Government,59179834.0,Printed in MoU
Nigeria,Other commodities,2026,Government,59310345.0,Printed in MoU
Nigeria,Other commodities,2027,Government,80836086.0,Printed in MoU
Nigeria,Other commodities,2028,Government,102361826.0,Printed in MoU
Nigeria,Other commodities,2029,Government,123887567.0,Printed in MoU
Nigeria,Other commodities,2030,Government,145413308.0,Printed in MoU
Nigeria,Other commodities,2026,USG,133188061.0,Printed in MoU
Nigeria,Other commodities,2027,USG,88948866.0,Printed in MoU
Nigeria,Other commodities,2028,USG,85038295.0,Printed in MoU
Nigeria,Other commodities,2029,USG,84562080.0,Printed in MoU
Nigeria,Other commodities,2030,USG,50405150.0,Printed in MoU
Nigeria,Strategic assistance / investment,2026,Government,185517241.0,Printed in MoU
Nigeria,Strategic assistance / investment,2027,Government,252847756.0,Printed in MoU
Nigeria,Strategic assistance / investment,2028,Government,320178270.0,Printed in MoU
Nigeria,Strategic assistance / investment,2029,Government,387508785.0,Printed in MoU
Nigeria,Strategic assistance / investment,2030,Government,454839299.0,Printed in MoU
Nigeria,Strategic assistance / investment,2026,USG,205000925.0,Printed in MoU
Nigeria,Strategic assistance / investment,2027,USG,241446632.0,Printed in MoU
Nigeria,Strategic assistance / investment,2028,USG,226166116.0,Printed in MoU
Nigeria,Strategic assistance / investment,2029,USG,217120144.0,Printed in MoU
Nigeria,Strategic assistance / investment,2030,USG,133442600.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2026,Government,27586207.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2027,Government,37598179.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2028,Government,47610152.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2029,Government,57622124.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2030,Government,67634097.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2026,USG,4171000.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2027,USG,4171000.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2028,USG,4171000.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2029,USG,4171000.0,Printed in MoU
Nigeria,Surveillance & outbreak response,2030,USG,4171000.0,Printed in MoU
Rwanda,All areas combined,2027,Government,1602746.0,Imputed from FTEs
Rwanda,All areas combined,2028,Government,2457574.0,Imputed from FTEs
Rwanda,All areas combined,2029,Government,4982990.0,Imputed from FTEs
Rwanda,All areas combined,2030,Government,5015391.0,Imputed from FTEs
Rwanda,All areas combined,2026,Government,0.0,Printed in MoU
Rwanda,All areas combined,2027,Government,0.0,Printed in MoU
Rwanda,All areas combined,2028,Government,1172525.0,Printed in MoU
Rwanda,All areas combined,2029,Government,13762338.0,Printed in MoU
Rwanda,All areas combined,2030,Government,18719538.0,Printed in MoU
Rwanda,All areas combined,2026,USG,31687664.0,Printed in MoU
Rwanda,All areas combined,2027,USG,64075482.0,Printed in MoU
Rwanda,All areas combined,2028,USG,42659660.0,Printed in MoU
Rwanda,All areas combined,2029,USG,15801196.0,Printed in MoU
Rwanda,All areas combined,2030,USG,3556000.0,Printed in MoU
Rwanda,Data systems,2026,USG,1352974.0,Printed in MoU
Rwanda,Data systems,2027,USG,3600000.0,Printed in MoU
Rwanda,Data systems,2028,USG,0.0,Printed in MoU
Rwanda,Data systems,2029,USG,0.0,Printed in MoU
Rwanda,Data systems,2030,USG,0.0,Printed in MoU
Rwanda,Frontline healthcare workers,2027,Government,854828.0,Imputed from FTEs
Rwanda,Frontline healthcare workers,2028,Government,1709656.0,Imputed from FTEs
Rwanda,Frontline healthcare workers,2029,Government,4235072.0,Imputed from FTEs
Rwanda,Frontline healthcare workers,2030,Government,4235072.0,Imputed from FTEs
Rwanda,Frontline healthcare workers,2026,USG,4272578.0,Printed in MoU
Rwanda,Frontline healthcare workers,2027,USG,6836124.0,Printed in MoU
Rwanda,Frontline healthcare workers,2028,USG,5468899.0,Printed in MoU
Rwanda,Frontline healthcare workers,2029,USG,230000.0,Printed in MoU
Rwanda,Frontline healthcare workers,2030,USG,0.0,Printed in MoU
Rwanda,Frontline lab workers,2027,Government,747918.0,Imputed from FTEs
Rwanda,Frontline lab workers,2028,Government,747918.0,Imputed from FTEs
Rwanda,Frontline lab workers,2029,Government,747918.0,Imputed from FTEs
Rwanda,Frontline lab workers,2030,Government,780319.0,Imputed from FTEs
Rwanda,Frontline lab workers,2026,USG,780319.0,Printed in MoU
Rwanda,Frontline lab workers,2027,USG,1560637.0,Printed in MoU
Rwanda,Frontline lab workers,2028,USG,1248510.0,Printed in MoU
Rwanda,Frontline lab workers,2029,USG,115000.0,Printed in MoU
Rwanda,Frontline lab workers,2030,USG,0.0,Printed in MoU
Rwanda,Laboratory commodities,2026,Government,0.0,Printed in MoU
Rwanda,Laboratory commodities,2027,Government,0.0,Printed in MoU
Rwanda,Laboratory commodities,2028,Government,560525.0,Printed in MoU
Rwanda,Laboratory commodities,2029,Government,1121049.0,Printed in MoU
Rwanda,Laboratory commodities,2030,Government,1121049.0,Printed in MoU
Rwanda,Laboratory commodities,2026,USG,560525.0,Printed in MoU
Rwanda,Laboratory commodities,2027,USG,1121049.0,Printed in MoU
Rwanda,Laboratory commodities,2028,USG,560525.0,Printed in MoU
Rwanda,Laboratory commodities,2029,USG,0.0,Printed in MoU
Rwanda,Laboratory commodities,2030,USG,0.0,Printed in MoU
Rwanda,Other commodities,2026,Government,0.0,Printed in MoU
Rwanda,Other commodities,2027,Government,0.0,Printed in MoU
Rwanda,Other commodities,2028,Government,612000.0,Printed in MoU
Rwanda,Other commodities,2029,Government,12641289.0,Printed in MoU
Rwanda,Other commodities,2030,Government,17598489.0,Printed in MoU
Rwanda,Other commodities,2026,USG,5735645.0,Printed in MoU
Rwanda,Other commodities,2027,USG,17537289.0,Printed in MoU
Rwanda,Other commodities,2028,USG,16925289.0,Printed in MoU
Rwanda,Other commodities,2029,USG,4957200.0,Printed in MoU
Rwanda,Other commodities,2030,USG,0.0,Printed in MoU
Rwanda,Strategic assistance / investment,2026,USG,16522983.0,Printed in MoU
Rwanda,Strategic assistance / investment,2027,USG,26627743.0,Printed in MoU
Rwanda,Strategic assistance / investment,2028,USG,13657797.0,Printed in MoU
Rwanda,Strategic assistance / investment,2029,USG,7036356.0,Printed in MoU
Rwanda,Strategic assistance / investment,2030,USG,93360.0,Printed in MoU
Rwanda,Surveillance & outbreak response,2026,USG,2462640.0,Printed in MoU
Rwanda,Surveillance & outbreak response,2027,USG,6792640.0,Printed in MoU
Rwanda,Surveillance & outbreak response,2028,USG,4798640.0,Printed in MoU
Rwanda,Surveillance & outbreak response,2029,USG,3462640.0,Printed in MoU
Rwanda,Surveillance & outbreak response,2030,USG,3462640.0,Printed in MoU
Sierra Leone,All areas combined,2026,Government,2573663.0,Printed in MoU
Sierra Leone,All areas combined,2027,Government,5433633.0,Printed in MoU
Sierra Leone,All areas combined,2028,Government,8698633.0,Printed in MoU
Sierra Leone,All areas combined,2029,Government,11963233.0,Printed in MoU
Sierra Leone,All areas combined,2030,Government,15795243.0,Printed in MoU
Sierra Leone,All areas combined,2026,USG,35700000.0,Printed in MoU
Sierra Leone,All areas combined,2027,USG,32700000.0,Printed in MoU
Sierra Leone,All areas combined,2028,USG,28200000.0,Printed in MoU
Sierra Leone,All areas combined,2029,USG,18200000.0,Printed in MoU
Sierra Leone,All areas combined,2030,USG,14200000.0,Printed in MoU
Sierra Leone,Data systems,2026,USG,5014434.0,Printed in MoU
Sierra Leone,Data systems,2027,USG,4014434.0,Printed in MoU
Sierra Leone,Data systems,2028,USG,3014434.0,Printed in MoU
Sierra Leone,Data systems,2029,USG,2000000.0,Printed in MoU
Sierra Leone,Data systems,2030,USG,1000000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2026,Government,945000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2027,Government,2265000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2028,Government,3945000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2029,Government,5601000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2030,Government,7731000.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2026,USG,743580.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2027,USG,658800.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2028,USG,574020.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2029,USG,169560.0,Printed in MoU
Sierra Leone,Frontline healthcare workers,2030,USG,84780.0,Printed in MoU
Sierra Leone,Frontline lab workers,2026,Government,240000.0,Printed in MoU
Sierra Leone,Frontline lab workers,2027,Government,240000.0,Printed in MoU
Sierra Leone,Frontline lab workers,2028,Government,240000.0,Printed in MoU
Sierra Leone,Frontline lab workers,2029,Government,273600.0,Printed in MoU
Sierra Leone,Frontline lab workers,2030,Government,273600.0,Printed in MoU
Sierra Leone,Frontline lab workers,2026,USG,129124.0,Printed in MoU
Sierra Leone,Frontline lab workers,2027,USG,129124.0,Printed in MoU
Sierra Leone,Frontline lab workers,2028,USG,129124.0,Printed in MoU
Sierra Leone,Frontline lab workers,2029,USG,0.0,Printed in MoU
Sierra Leone,Frontline lab workers,2030,USG,0.0,Printed in MoU
Sierra Leone,Laboratory commodities,2026,Government,10000.0,Printed in MoU
Sierra Leone,Laboratory commodities,2027,Government,50000.0,Printed in MoU
Sierra Leone,Laboratory commodities,2028,Government,135000.0,Printed in MoU
Sierra Leone,Laboratory commodities,2029,Government,210000.0,Printed in MoU
Sierra Leone,Laboratory commodities,2030,Government,285000.0,Printed in MoU
Sierra Leone,Laboratory commodities,2026,USG,466788.0,Printed in MoU
Sierra Leone,Laboratory commodities,2027,USG,466788.0,Printed in MoU
Sierra Leone,Laboratory commodities,2028,USG,466788.0,Printed in MoU
Sierra Leone,Laboratory commodities,2029,USG,0.0,Printed in MoU
Sierra Leone,Laboratory commodities,2030,USG,0.0,Printed in MoU
Sierra Leone,Other commodities,2026,Government,1378663.0,Printed in MoU
Sierra Leone,Other commodities,2027,Government,2878633.0,Printed in MoU
Sierra Leone,Other commodities,2028,Government,4378633.0,Printed in MoU
Sierra Leone,Other commodities,2029,Government,5878633.0,Printed in MoU
Sierra Leone,Other commodities,2030,Government,7505643.0,Printed in MoU
Sierra Leone,Other commodities,2026,USG,9855419.0,Printed in MoU
Sierra Leone,Other commodities,2027,USG,7884335.0,Printed in MoU
Sierra Leone,Other commodities,2028,USG,5913251.0,Printed in MoU
Sierra Leone,Other commodities,2029,USG,3942168.0,Printed in MoU
Sierra Leone,Other commodities,2030,USG,1971083.0,Printed in MoU
Sierra Leone,Surveillance & outbreak response,2026,USG,2200000.0,Printed in MoU
Sierra Leone,Surveillance & outbreak response,2027,USG,2200000.0,Printed in MoU
Sierra Leone,Surveillance & outbreak response,2028,USG,2200000.0,Printed in MoU
Sierra Leone,Surveillance & outbreak response,2029,USG,2200000.0,Printed in MoU
Sierra Leone,Surveillance & outbreak response,2030,USG,2200000.0,Printed in MoU
Sierra Leone,Technical assistance,2026,USG,17290655.0,Printed in MoU
Sierra Leone,Technical assistance,2027,USG,17346519.0,Printed in MoU
Sierra Leone,Technical assistance,2028,USG,15902383.0,Printed in MoU
Sierra Leone,Technical assistance,2029,USG,9888272.0,Printed in MoU
Sierra Leone,Technical assistance,2030,USG,8944137.0,Printed in MoU
Uganda,All areas combined,2026,Government,190110534.0,Imputed baseline (pre-MoU)
Uganda,All areas combined,2027,Government,190110534.0,Imputed baseline (pre-MoU)
Uganda,All areas combined,2028,Government,190110534.0,Imputed baseline (pre-MoU)
Uganda,All areas combined,2029,Government,190110534.0,Imputed baseline (pre-MoU)
Uganda,All areas combined,2030,Government,190110534.0,Imputed baseline (pre-MoU)
Uganda,All areas combined,2028,Government,19581509.0,Imputed from FTEs
Uganda,All areas combined,2029,Government,41324215.0,Imputed from FTEs
Uganda,All areas combined,2030,Government,61849060.0,Imputed from FTEs
Uganda,All areas combined,2026,Government,1000000.0,Printed in MoU
Uganda,All areas combined,2027,Government,70177199.0,Printed in MoU
Uganda,All areas combined,2028,Government,122177199.0,Printed in MoU
Uganda,All areas combined,2029,Government,170677199.0,Printed in MoU
Uganda,All areas combined,2030,Government,217970199.0,Printed in MoU
Uganda,All areas combined,2026,Government,30808219.0,Printed in MoU (existing/pre-MoU)
Uganda,All areas combined,2027,Government,30808219.0,Printed in MoU (existing/pre-MoU)
Uganda,All areas combined,2028,Government,50808203.0,Printed in MoU (existing/pre-MoU)
Uganda,All areas combined,2029,Government,70808187.0,Printed in MoU (existing/pre-MoU)
Uganda,All areas combined,2030,Government,90808171.0,Printed in MoU (existing/pre-MoU)
Uganda,All areas combined,2026,USG,410692000.0,Printed in MoU
Uganda,All areas combined,2027,USG,382192000.0,Printed in MoU
Uganda,All areas combined,2028,USG,354692000.0,Printed in MoU
Uganda,All areas combined,2029,USG,316892000.0,Printed in MoU
Uganda,All areas combined,2030,USG,255492000.0,Printed in MoU
Uganda,Data systems,2026,USG,26129831.0,Printed in MoU
Uganda,Data systems,2027,USG,24779640.0,Printed in MoU
Uganda,Data systems,2028,USG,25103354.0,Printed in MoU
Uganda,Data systems,2029,USG,27294065.0,Printed in MoU
Uganda,Data systems,2030,USG,9795399.0,Printed in MoU
Uganda,Frontline healthcare workers,2026,Government,176507746.0,Imputed baseline (pre-MoU)
Uganda,Frontline healthcare workers,2027,Government,176507746.0,Imputed baseline (pre-MoU)
Uganda,Frontline healthcare workers,2028,Government,176507746.0,Imputed baseline (pre-MoU)
Uganda,Frontline healthcare workers,2029,Government,176507746.0,Imputed baseline (pre-MoU)
Uganda,Frontline healthcare workers,2030,Government,176507746.0,Imputed baseline (pre-MoU)
Uganda,Frontline healthcare workers,2028,Government,18870131.0,Imputed from FTEs
Uganda,Frontline healthcare workers,2029,Government,39400401.0,Imputed from FTEs
Uganda,Frontline healthcare workers,2030,Government,57766368.0,Imputed from FTEs
Uganda,Frontline healthcare workers,2026,Government,0.0,Printed in MoU
Uganda,Frontline healthcare workers,2027,Government,19177200.0,Printed in MoU
Uganda,Frontline healthcare workers,2028,Government,21177200.0,Printed in MoU
Uganda,Frontline healthcare workers,2029,Government,19677200.0,Printed in MoU
Uganda,Frontline healthcare workers,2030,Government,16970200.0,Printed in MoU
Uganda,Frontline healthcare workers,2026,USG,28519570.0,Printed in MoU
Uganda,Frontline healthcare workers,2027,USG,23635877.0,Printed in MoU
Uganda,Frontline healthcare workers,2028,USG,16896027.0,Printed in MoU
Uganda,Frontline healthcare workers,2029,USG,8715804.0,Printed in MoU
Uganda,Frontline healthcare workers,2030,USG,0.0,Printed in MoU
Uganda,Frontline lab workers,2026,Government,13602788.0,Imputed baseline (pre-MoU)
Uganda,Frontline lab workers,2027,Government,13602788.0,Imputed baseline (pre-MoU)
Uganda,Frontline lab workers,2028,Government,13602788.0,Imputed baseline (pre-MoU)
Uganda,Frontline lab workers,2029,Government,13602788.0,Imputed baseline (pre-MoU)
Uganda,Frontline lab workers,2030,Government,13602788.0,Imputed baseline (pre-MoU)
Uganda,Frontline lab workers,2028,Government,711378.0,Imputed from FTEs
Uganda,Frontline lab workers,2029,Government,1923814.0,Imputed from FTEs
Uganda,Frontline lab workers,2030,Government,4082692.0,Imputed from FTEs
Uganda,Laboratory commodities,2026,Government,0.0,Printed in MoU
Uganda,Laboratory commodities,2027,Government,10201539.0,Printed in MoU
Uganda,Laboratory commodities,2028,Government,10201539.0,Printed in MoU
Uganda,Laboratory commodities,2029,Government,10201539.0,Printed in MoU
Uganda,Laboratory commodities,2030,Government,10201539.0,Printed in MoU
Uganda,Laboratory commodities,2026,Government,14054109.0,Printed in MoU (existing/pre-MoU)
Uganda,Laboratory commodities,2027,Government,14054109.0,Printed in MoU (existing/pre-MoU)
Uganda,Laboratory commodities,2028,Government,24255649.0,Printed in MoU (existing/pre-MoU)
Uganda,Laboratory commodities,2029,Government,34457188.0,Printed in MoU (existing/pre-MoU)
Uganda,Laboratory commodities,2030,Government,44658728.0,Printed in MoU (existing/pre-MoU)
Uganda,Laboratory commodities,2026,USG,52757874.0,Printed in MoU
Uganda,Laboratory commodities,2027,USG,43525246.0,Printed in MoU
Uganda,Laboratory commodities,2028,USG,34292618.0,Printed in MoU
Uganda,Laboratory commodities,2029,USG,25059990.0,Printed in MoU
Uganda,Laboratory commodities,2030,USG,16452728.0,Printed in MoU
Uganda,Management & operations,2026,USG,24641520.0,Printed in MoU
